0,0,2,0,0,0,0,12983,1,normal
0,0,0,0,0,0,0,267,4,normal
0,0,0,0,0,0,0,1022,3,normal
0,0,0,0,0,0,0,327,47,normal
0,0,0,0,0,0,0,616,2,normal
0,0,37,0,0,0,0,773,1,normal
0,0,0,0,0,0,0,350,8,normal
0,0,0,0,0,0,0,213,24,normal
0,0,0,0,0,0,0,246,16,normal
0,0,0,0,0,0,0,45,505,normal
0,0,0,0,0,0,0,196,17,normal
0,0,0,0,0,0,0,277,18,normal
0,0,0,0,0,0,0,294,46,normal
0,0,0,0,0,0,0,300,7,normal
0,0,0,0,0,0,0,54,511,normal
0,0,0,0,0,0,0,720,2,normal
0,0,0,0,0,0,0,301,15,normal
0,0,0,0,0,0,0,1,3,normal
0,0,0,0,0,0,0,209,11,normal
0,0,0,0,0,0,0,43,113,normal
0,0,0,0,0,0,0,88382,15,normal
0,0,0,0,0,0,0,277,13,normal
0,0,0,0,0.03,0,0,321,37,normal
0,0,0,0,0,0,0,335,50,normal
0,0,0,0,0,0,0,234,21,normal
0,0,0,0,0,0,0,46,68,normal
0,0,0,0,0,0,0,318,16,normal
0,0,0,0,0,0,0,256,41,normal
0,0,0,0,0,0,0,229,1,normal
0,0,0,0,0,0,0,282,8,normal
0,0,0,0,0,0,0,233,3,normal
0,0,0,0,0,0,0,257,20,normal
0,0,0,0,0,0,0,214,30,normal
0,0,0,0,0,0,0,203,19,normal
0,0,0,0,0,0,0,0,2,normal
0,0,0,0,0,0,0,307,2,normal
0,0,0,0,0,0,0,320,30,normal
0,0,0,0,0,0,0,215,1,normal
0,0,0,0,0,0,0,358,11,normal
0,0,0,0,0,0,0,270,2,normal
0,0,0,0,0,0,0,337,29,normal
0,0,0,0,0,0,0,219,4,normal
0,0,0,0,0,0,0,258,26,normal
0,0,0,0,0,0,0,324,8,normal
0,0,0,0,0,0,0,236,3,normal
0,0,0,0,0,0,0,1699,1,normal
0,0,0,0,0,0,0,327,15,normal
0,0,0,0,0,0,0,303,8,normal
0,0,0,0,0,0,0,0,1,normal
0,0,0,0,0,0,0,282,6,normal
0,0,0,0,0,0,0,44,5,normal
0,0,0,0,1,0,0,0,1,nmap
0,0,1,0,0,0,0,995,1,normal
0,0,0,0,0,0,0,197,2,normal
0,0,0,0,0,0,0,230,25,normal
0,0,0,0,0,0,0,161,1,normal
0,0,0,0,0,0,0,224,5,normal
0,0,0,0,0,0,0,321,17,normal
0,0,0,0,0,0,0,303,11,normal
0,0,0,0,1,0,0,0,1,nmap
0,0,0,0,0,0,0,8,2,normal
0,0,0,0,0,0,0,43,207,normal
0,0,0,0,0,0,0,257,4,normal
0,0,0,0,0,0,0,42,12,normal
0,0,0,0,0,0,0,42,19,normal
0,0,0,0,0,0,0,219,49,normal
0,0,0,0,0,0,0,260,11,normal
0,0,0,0,0,0,0,357,3,normal
0,0,0,0,0,0,0,218,15,normal
0,0,0,0,0,0,0,290,5,normal
0,0,0,0,0,0,0,42,5,normal
0,0,0,0,0,0,0,244,4,normal
0,0,0,0,0,0,0,226,21,normal
0,0,0,0,0,0,0,313,19,normal
0,0,0,0,0,0,0,285,3,normal
0,0,0,0,0,0,0,293,35,normal
1,0,1,0,0,0,0,4030,3,normal
0,0,0,0,0,0,0,44,200,normal
0,0,0,0,0,0,0,274,2,normal
0,0,0,0,0,0,0,205,20,normal
0,0,0,0,0,0,0,44,139,normal
0,0,0,0,0,0,0,45,204,normal
0,0,0,0,0,0,0,389,12,normal
0,0,0,0,0,0,0,22568,2,normal
0,0,0,0,0,0,0,321,9,normal
0,0,0,0,0,0,0,44,3,normal
0,0,27,0,0,0,0,360,1,normal
0,0,0,0,0,0,0,217,14,normal
0,0,0,0,0,0,0,197,19,normal
0,0,0,0,0,0,0,280,2,normal
0,0,0,0,0,0,0,353,4,normal
0,0,0,0,0,0,0,245,20,normal
0,0,0,0,0,0,0,326,34,normal
0,0,0,0,0,0,0,276,3,normal
0,0,0,0,0,0,0,105,1,normal
0,0,0,0,0,0,0,283,26,normal
0,0,0,0,0,0,0,33,2,normal
0,0,0,0,0,0,0,227,7,normal
0,0,0,0,0,0,0,211,13,normal
0,0,0,0,0,0,0,230,21,normal
0,0,0,0,0,0,0,53,325,normal
0,0,0,0,0,0,0,258,10,normal
0,0,0,0,0,0,0,276,34,normal
0,0,0,0,0,0,0,44,177,normal
0,0,0,0,0,0,0,234,38,normal
0,0,0,0,0,0,0,53,511,normal
0,0,0,0,0,0,1,306,9,normal
0,0,0,0,0,0,0,53,505,normal
0,0,1,0,0,0,0,1376,2,normal
0,0,0,0,0,0,0,44,160,normal
0,0,0,0,0,0,0,175,15,normal
0,0,0,0,0,0,0,342,10,normal
0,0,1,0,0,0,0,1500,3,normal
0,0,0,0,0,0,0,1710,3,normal
0,0,0,0,0,0,0,140,2,normal
0,0,0,0,0,0,0,245,9,normal
0,0,0,0,0,0,0,235,2,normal
0,0,0,0,0,0,0,353,20,normal
0,0,0,0,0,0,0,265,10,normal
0,0,0,0,0,0,0,44,4,normal
0,0,0,0,0,0,0,328,9,normal
0,0,0,0,0,0,0,347,4,normal
